FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y,Class
2.93,3.418,-9.827,5.219,0.905,4.395,3.652,1.139,-1.18,-0.763,-7.904,1.577,1.526,-6.439,-3.723,-1.75,0.224,-4.7,-4.222,-5.452,-1.16,-1.18,-1.78,-3.743,-0.824,-5.096,-2.207,-2.045,-2.136,-2.838,-3.703,4.832,-1.556,2.167,4.211,-0.193,13.733,7.782,4.344,0,-1.038,1.007,3.459,3.621,2.38,-3.662,-5.758,3.866,-1.333,-2.584,-3.357,-5.056,-1.76,-3.784,0.519,-15.188,2.981,-1.587,-3.621,-2.136,-1.282,-0.844,2.553,4.161,a
8.301,5.371,-5.92,21.82,0.905,4.883,4.14,0.651,0.773,-0.275,-4.486,1.577,2.014,-1.556,-5.188,8.993,1.2,-1.77,-6.663,-0.081,-1.16,-1.668,-1.78,-4.232,-1.312,-6.073,1.211,-2.045,-1.16,-1.373,-1.261,7.273,6.744,12.421,6.653,-1.17,-3.357,1.923,0.926,0,0.427,1.007,4.435,3.133,3.357,-3.174,-2.828,3.866,-1.333,-3.072,-3.357,-6.032,-1.76,-1.831,3.448,-14.211,2.981,-0.122,-1.668,-2.136,-1.282,-1.333,7.924,5.625,a
11.23,5.859,2.38,25.238,2.37,4.883,4.628,1.139,3.703,-0.275,1.862,1.577,2.014,-2.533,-3.235,19.735,4.618,-4.7,8.962,-8.382,-1.16,-1.668,-0.804,-4.72,-1.801,-6.561,3.652,-3.51,-0.671,-1.373,-0.285,10.691,11.627,16.327,8.118,0.295,-12.634,-3.448,0.926,0.488,1.892,-1.434,2.97,3.133,4.822,-4.639,0.102,3.866,-0.844,-4.049,-1.892,-7.497,4.1,-0.854,5.89,-6.399,3.469,-0.61,-1.18,-2.625,-0.793,-1.333,10.854,6.114,a
11.719,3.418,11.658,14.496,4.812,4.883,5.117,3.092,7.121,-0.763,6.744,2.065,2.991,-6.927,1.648,25.594,4.618,-2.747,5.544,-5.941,-0.671,-2.157,-0.315,-6.185,-2.777,-7.538,3.652,-5.951,-1.648,-3.326,-1.75,13.133,10.162,9.979,7.629,3.713,-7.263,-2.96,7.762,1.465,2.869,-4.852,1.506,4.598,5.798,-7.08,3.031,4.842,-0.356,-5.025,0.061,-8.962,2.635,-0.854,-22.919,-5.91,3.469,-2.563,-2.645,-4.089,-1.282,-1.821,11.342,5.625,a
10.742,1.465,17.029,-2.106,7.253,5.859,6.093,6.022,8.097,-0.763,7.233,2.065,3.479,-10.345,6.042,25.106,3.153,0.671,3.103,2.36,-0.671,-2.645,-0.315,-7.65,-3.754,-7.538,-0.254,-7.416,-3.113,-5.768,-3.703,14.109,5.768,-2.228,5.188,7.619,4.944,-0.519,15.574,1.465,2.869,-6.317,1.506,6.063,6.287,-8.545,4.985,6.307,0.132,-6.002,0.549,-10.427,-0.783,-1.831,1.984,-14.211,3.469,-5.005,-4.11,-6.042,-2.258,-2.309,10.854,4.649,a
11.719,2.93,17.517,-11.871,8.23,7.324,7.07,7.487,7.121,0.702,5.768,2.065,3.967,-6.927,7.507,20.711,4.618,2.136,3.591,4.313,-1.16,-3.133,-1.78,-8.626,-5.219,-7.538,-5.137,-8.392,-5.066,-7.233,-4.679,13.133,2.838,-9.552,3.723,9.084,13.245,-0.031,18.016,0.977,2.38,-5.341,2.97,6.063,6.775,-7.568,6.449,8.26,-0.356,-6.49,-1.404,-10.915,2.635,-0.366,-1.434,-5.422,3.957,-7.446,-5.575,-7.507,-4.211,-2.309,11.342,4.161,a
12.695,9.766,13.123,-9.43,8.23,8.301,7.558,6.999,5.656,2.655,5.28,2.065,3.967,1.373,4.089,15.828,1.689,-1.282,4.567,2.848,-2.136,-3.621,-4.222,-8.626,-6.195,-8.026,-8.067,-9.369,-7.507,-7.721,-5.656,11.668,4.791,-4.669,3.723,6.643,15.686,-1.984,12.644,0.488,2.869,-1.923,4.924,6.063,7.263,-4.639,6.449,9.725,-0.356,-6.002,-5.31,-10.427,2.635,0.122,-4.852,3.367,3.957,-8.911,-6.551,-8.484,-6.165,-2.797,12.807,5.137,a
13.184,17.09,7.263,2.289,8.23,8.789,7.558,5.046,5.656,3.632,9.186,2.553,4.456,8.698,0.671,13.875,1.2,1.648,1.149,3.337,-2.625,-3.621,-5.686,-7.65,-7.66,-8.026,-6.114,-10.345,-9.46,-7.233,-5.656,10.691,10.162,9.003,6.165,2.736,15.198,-1.007,5.32,0.977,4.822,1.007,5.412,5.575,7.751,-1.221,4.496,9.725,-0.844,-5.025,-7.263,-8.962,-0.295,-0.366,-5.341,4.832,4.445,-9.399,-6.551,-8.484,-7.141,-3.286,13.295,7.579,a
11.719,19.531,2.38,14.496,8.23,8.789,7.558,2.604,7.609,3.632,15.045,2.553,5.432,10.162,0.671,14.852,0.712,1.16,2.126,3.337,-2.625,-3.133,-5.686,-6.673,-8.148,-6.561,-0.743,-11.322,-9.949,-7.721,-6.144,10.691,14.069,21.21,10.071,-0.682,13.245,4.852,1.414,1.465,7.751,1.984,4.435,6.063,8.24,0.244,2.055,9.725,-0.356,-4.049,-6.287,-7.497,0.193,-0.366,-7.782,0.926,4.934,-10.376,-7.528,-8.484,-7.629,-3.774,11.831,9.532,a
7.812,14.16,0.427,19.867,7.741,8.789,7.07,2.116,10.05,2.655,18.463,2.553,5.92,5.768,4.578,16.805,0.712,-0.793,-0.315,1.383,-2.136,-3.133,-4.222,-5.697,-7.66,-2.655,4.628,-10.834,-9.949,-8.209,-6.144,11.18,11.627,21.698,11.536,-0.682,6.897,11.688,1.414,2.441,8.728,2.472,2.97,6.551,7.751,1.709,-0.387,8.26,0.621,-3.072,-2.38,-6.032,1.658,0.61,10.284,5.809,4.445,-10.376,-8.016,-7.996,-7.629,-3.774,7.924,10.02,a
3.418,5.371,0.427,17.426,6.765,7.324,6.093,3.581,11.027,1.678,16.51,2.553,5.92,1.373,9.46,17.293,2.177,-1.282,1.149,2.36,-1.648,-2.157,-2.268,-4.232,-6.195,3.204,6.582,-7.904,-8.484,-7.233,-5.168,11.18,4.303,11.932,8.118,1.76,-4.822,13.641,2.391,2.441,8.24,2.96,1.994,6.063,6.775,3.174,-0.875,5.819,1.597,-1.607,2.014,-3.591,0.682,-0.854,8.82,5.809,3.469,-9.399,-7.528,-6.531,-6.165,-3.286,3.53,8.067,a
1.465,-1.465,-0.549,10.59,3.347,5.371,4.14,5.046,9.074,1.19,8.698,2.065,4.456,2.838,10.925,15.34,3.153,-1.77,1.638,1.383,-1.16,-1.18,-1.292,-1.79,-4.242,7.599,4.628,-3.51,-5.554,-4.791,-2.238,10.203,-3.51,0.702,2.258,4.69,-15.564,9.735,2.391,1.953,5.31,3.448,1.994,4.11,4.822,6.104,0.59,3.866,1.597,-0.142,3.967,-0.173,1.17,-1.343,1.007,11.18,2.004,-6.47,-4.11,-4.578,-4.7,-2.309,1.577,4.161,a
2.441,-2.441,-2.502,4.242,0.417,2.93,2.187,6.022,5.168,1.678,-0.092,1.088,2.502,8.698,7.507,11.922,5.595,-5.188,3.103,-4.476,-0.671,-0.203,-0.315,0.651,-1.801,8.575,2.187,-0.092,-2.625,-0.397,1.18,8.25,-6.927,-4.181,-3.601,7.619,-16.052,4.364,3.855,1.953,2.38,3.937,2.482,2.157,2.869,8.545,3.031,1.912,1.597,0.834,2.991,3.245,3.123,-3.784,-17.548,3.367,1.027,-2.563,-0.203,-1.648,-2.747,-1.333,2.065,0.254,a
4.395,0.977,-2.502,0.336,-0.559,1.465,1.211,5.534,1.75,2.655,-4.974,0.6,0.549,13.58,2.136,9.969,1.689,-2.258,3.591,-3.988,0.305,0.285,0.173,2.116,0.153,7.111,1.699,1.862,0.305,3.51,4.11,5.809,-3.998,-3.204,-4.089,9.084,-3.357,2.411,7.273,1.465,0.427,2.472,3.947,1.18,1.892,8.545,4.496,1.424,1.109,1.322,1.038,4.222,1.17,-2.808,4.425,-1.027,0.539,1.343,3.703,0.305,-0.793,-0.356,4.506,-1.699,a
7.324,4.395,-0.061,-0.641,1.882,1.953,1.211,4.557,0.285,2.167,-3.998,0.112,-0.427,11.627,-1.77,11.922,3.642,-1.282,3.591,0.407,0.793,0.285,0.661,1.628,1.129,4.669,1.699,1.862,1.77,5.463,4.598,4.832,2.838,-0.763,0.793,8.596,14.221,3.876,10.691,1.465,0.427,0.519,4.924,1.668,1.892,5.127,4.008,2.401,1.109,-0.142,-0.427,3.245,1.658,-0.854,7.355,-3.469,0.051,2.319,4.191,1.282,0.671,0.621,6.948,0.254,a
9.277,5.859,5.31,-0.153,5.3,4.395,2.187,3.092,1.261,1.19,1.862,0.112,0.549,4.791,-1.77,16.317,0.224,-1.77,-2.268,-0.081,1.77,0.285,1.638,0.163,1.129,3.204,1.699,1.373,1.77,4.486,2.645,5.809,9.674,-0.275,6.653,5.666,23.987,2.899,12.644,0,0.916,-2.411,4.924,2.645,2.869,-0.244,2.055,4.842,1.597,-1.119,-0.427,0.315,2.146,0.61,4.425,-8.352,0.539,2.319,2.726,1.282,1.648,0.621,8.413,4.161,a
9.277,6.348,9.216,0.336,8.23,5.859,3.164,1.139,3.703,-0.275,9.674,-0.376,2.014,-3.998,1.16,18.758,1.2,5.554,1.638,-0.57,2.258,-0.203,2.614,-0.814,1.617,2.716,0.234,0.885,1.282,2.045,0.692,7.273,13.092,0.702,10.071,0.295,20.569,-3.937,11.18,-1.953,2.38,-3.387,3.947,2.645,4.333,-3.662,1.567,7.284,2.574,-2.096,0.549,-1.638,1.658,2.075,-5.341,-16.652,0.539,0.854,0.285,0.305,2.136,0.621,8.901,6.602,a
8.301,8.789,9.705,0.824,8.718,5.859,3.164,-0.814,6.144,-1.74,15.045,-0.376,2.991,-8.392,4.089,16.317,3.153,3.113,-1.292,-4.964,2.258,-0.692,2.614,-1.302,1.617,1.74,-1.719,0.885,0.305,-0.397,-0.773,7.273,12.115,5.096,8.606,-5.076,8.362,-11.749,5.32,-3.906,3.845,-3.387,1.506,1.668,4.822,-4.15,2.055,7.772,3.55,-2.096,0.549,-2.614,-0.783,-2.319,-3.387,-8.352,0.539,0.366,-1.668,0.305,1.648,0.621,7.924,6.602,a
5.371,13.184,6.287,0.824,6.765,3.418,2.675,-2.279,6.632,-2.228,16.022,-1.353,2.991,-8.392,5.066,8.993,4.13,-8.606,4.079,-7.894,2.258,-0.692,1.638,-0.814,1.129,-1.19,-1.719,-0.092,-0.671,-1.862,-0.773,4.832,8.698,10.468,4.7,-7.517,-2.38,-13.702,-2.981,-2.93,4.822,-3.387,0.529,0.203,4.822,-3.174,3.031,6.795,3.062,-1.607,-0.427,-2.614,0.682,-5.737,-0.458,-3.957,0.539,-0.61,-2.157,0.305,1.648,0.621,5.483,3.184,a
2.441,15.625,1.892,0.824,3.347,0,1.211,-2.279,6.144,-2.228,11.139,-0.865,2.502,-6.927,2.136,2.157,1.689,-2.747,1.149,-6.429,1.77,-0.692,0.173,-1.302,0.153,-5.096,0.234,-3.021,-1.648,-3.326,-1.75,1.414,3.815,11.444,1.282,-5.564,-4.822,-6.866,-7.375,-0.488,4.333,-2.899,0.041,-0.285,3.845,-2.686,2.543,2.889,2.574,-2.096,-1.892,-3.103,3.123,-0.366,8.82,-4.445,0.051,-1.587,-3.133,-0.671,0.183,0.621,2.553,-2.187,a
1.465,13.672,-0.061,1.801,0.905,-2.441,0.722,-0.326,4.679,-1.74,3.326,-0.376,1.526,-6.927,-1.282,0.692,2.665,-2.258,-1.78,-5.452,1.282,-0.692,-0.804,-2.279,-1.801,-8.026,1.211,-6.439,-3.601,-5.28,-3.703,-0.051,0.885,6.561,0.305,-0.193,-0.427,2.899,-1.516,1.953,2.869,-2.899,2.482,1.18,2.869,-3.174,0.59,-0.529,1.597,-2.096,-2.38,-4.567,3.123,-0.366,-9.247,-18.117,0.539,-4.028,-5.086,-2.136,-1.282,0.132,1.088,-4.628,a
3.418,7.324,1.892,4.242,0.417,-1.465,0.722,2.604,2.726,-1.251,-3.51,0.6,1.038,-9.369,-3.723,6.551,2.177,-1.282,1.149,-4.476,0.305,-1.18,-1.78,-4.72,-3.265,-8.514,0.722,-9.369,-5.554,-8.209,-6.144,2.879,0.885,0.214,1.282,4.69,4.944,6.805,12.156,2.441,1.404,-2.411,4.924,2.645,1.404,-5.615,-1.851,-1.994,0.621,-3.072,-2.38,-7.497,0.193,-1.831,-31.708,-14.211,1.027,-6.958,-7.528,-4.089,-2.747,-0.844,3.042,-2.675,a
8.301,2.441,7.263,6.683,2.37,1.953,1.699,5.046,2.238,-1.251,-4.974,2.065,1.526,-12.299,-2.747,15.34,1.2,0.183,-3.245,-2.523,-0.183,-2.157,-2.268,-7.161,-3.754,-7.538,-0.743,-9.369,-6.531,-10.162,-7.609,9.226,3.815,-0.275,3.235,6.643,6.409,3.387,23.387,0.977,0.916,-1.923,6.388,3.621,1.404,-7.568,-3.316,-0.529,1.109,-3.56,-1.404,-9.939,1.658,1.099,-28.29,-20.07,1.516,-7.935,-9.481,-6.042,-3.723,-1.821,7.924,3.184,a
13.184,1.465,11.658,6.683,5.3,5.859,3.164,6.022,3.703,-0.275,-0.58,2.065,2.014,-12.787,2.136,21.2,-2.218,-0.305,-5.198,-3.011,-0.671,-2.645,-1.78,-8.138,-3.265,-8.026,-1.231,-8.392,-5.554,-10.651,-7.609,16.062,6.256,6.073,5.676,6.154,4.456,-3.448,22.41,0,2.38,-1.923,5.412,4.11,2.869,-8.057,-3.316,2.401,1.597,-4.049,0.061,-11.892,-0.783,0.61,6.866,-2.981,2.004,-7.935,-9.481,-6.531,-3.723,-2.309,12.807,9.532,a
14.16,5.371,12.146,1.801,7.741,8.301,4.14,6.51,6.632,0.702,6.744,1.577,3.479,-9.857,6.531,20.223,-0.753,3.113,-6.663,3.825,-0.183,-3.133,-0.804,-8.626,-2.289,-9.979,-0.254,-7.904,-4.578,-9.674,-6.144,18.504,6.744,12.421,7.141,6.154,0.549,-6.866,11.668,0.488,4.822,-2.899,2.97,4.598,4.822,-7.568,-1.851,5.819,2.085,-5.025,0.549,-12.38,-0.783,0.61,-0.458,-3.469,2.004,-6.47,-8.016,-5.554,-2.747,-1.821,14.272,12.461,a
10.742,8.301,8.728,-5.524,9.206,8.789,5.117,6.999,9.074,1.678,11.627,1.577,3.967,-3.998,7.996,14.364,0.712,-0.793,0.173,-2.523,0.305,-3.133,-0.315,-8.138,-2.289,-12.421,0.234,-8.392,-3.601,-8.698,-5.656,14.598,3.815,9.491,8.118,8.596,-2.38,-4.913,1.902,2.441,5.798,-2.411,0.041,5.575,6.287,-6.104,-0.387,8.26,1.597,-5.514,0.549,-11.892,0.682,-0.854,6.866,4.832,2.492,-5.493,-7.528,-5.066,-1.77,-1.333,10.854,9.043,a
4.395,7.324,3.357,-10.406,8.718,8.301,5.605,7.975,9.562,2.167,11.139,2.065,3.479,1.862,4.578,8.993,2.177,-2.747,9.939,-3.499,0.305,-2.645,-0.315,-7.161,-2.777,-12.909,-2.207,-9.857,-5.066,-9.674,-8.097,7.273,0.397,-2.228,8.118,11.525,-3.845,-1.007,1.902,3.418,4.822,-1.923,-1.424,6.551,6.775,-5.127,0.102,8.26,0.621,-5.025,-0.916,-10.427,1.658,-0.854,6.378,-4.934,2.492,-6.47,-8.993,-4.578,-2.258,-0.844,4.506,2.696,a
0,2.93,-0.061,-7.477,6.276,8.301,5.117,8.464,8.097,2.167,6.744,2.065,2.502,6.744,-0.793,6.551,2.177,-3.235,-0.315,-1.058,-0.183,-1.18,-2.268,-5.697,-3.265,-10.468,-6.114,-10.834,-7.507,-11.139,-10.539,1.414,-0.092,-11.993,6.653,11.037,-3.357,2.411,6.785,2.93,1.892,-0.458,-0.448,6.551,5.31,-4.15,-0.875,6.795,-0.356,-3.072,-2.869,-8.474,2.146,-1.343,-6.317,-0.539,2.492,-8.423,-11.434,-4.578,-3.235,-0.844,0.112,-2.675,a
0.977,-0.977,-1.526,2.289,3.347,8.301,4.14,7.487,4.191,1.678,2.35,3.042,1.526,8.698,-4.7,8.504,-0.753,-1.282,3.591,0.895,-1.16,-0.203,-4.222,-4.232,-3.265,-5.585,-9.043,-8.881,-8.972,-11.627,-11.027,0.926,2.35,-11.017,4.7,5.666,-0.916,4.852,6.297,1.465,-0.061,1.984,1.506,5.575,3.845,-2.686,-0.875,4.842,-1.333,-1.119,-4.822,-6.032,0.682,0.122,-0.458,2.391,2.004,-9.888,-11.922,-4.578,-4.7,-0.844,0.112,-3.652,a
4.883,-0.977,-1.038,13.031,1.394,7.812,2.675,4.557,0.773,0.702,0.885,2.553,0.549,8.209,-4.211,11.434,0.224,-2.747,-5.198,-1.058,-1.648,0.285,-5.198,-3.255,-2.289,-0.702,-7.579,-5.951,-8.484,-9.186,-8.097,3.367,5.28,1.19,3.235,-3.123,2.991,4.364,-0.539,0,-0.549,2.472,2.482,3.133,1.892,-1.221,1.078,2.889,-1.333,0.834,-5.31,-4.079,0.682,-0.854,4.913,5.32,1.516,-8.423,-8.993,-3.601,-5.188,-0.844,4.506,-0.234,a
8.301,2.441,-0.061,14.984,-0.071,4.883,1.211,0.651,-0.692,-0.275,1.862,1.088,0.549,5.768,1.16,13.875,0.224,-1.77,-7.151,-1.546,-1.16,0.285,-4.222,-2.279,-0.336,2.228,-1.719,-3.021,-6.042,-4.303,-2.238,6.297,4.303,12.421,2.258,-8.982,6.409,3.387,-6.887,-0.488,0.427,1.007,2.482,0.692,0.427,0.244,4.008,1.424,0.621,0.834,-3.845,-2.614,0.193,-1.831,5.402,-4.445,0.539,-5.005,-4.11,-2.136,-4.211,-0.844,7.924,4.161,a
7.324,5.371,-0.061,6.683,0.417,0.977,0.234,-1.79,-0.203,-1.251,3.326,-0.376,0.549,1.862,7.507,14.364,3.642,-5.188,2.126,-7.894,0.305,-0.203,-2.268,-2.279,0.153,2.228,3.164,-2.045,-3.113,-0.397,2.645,6.297,-0.58,10.956,0.305,-8.494,8.85,1.923,-4.934,-0.977,1.404,-1.434,1.506,-0.773,-0.061,1.221,6.449,0.936,2.085,-0.142,-0.916,-3.103,1.658,-3.784,-4.364,-5.422,0.051,-2.075,-0.203,-1.16,-2.258,-0.356,6.948,5.137,a
2.93,6.836,0.916,-5.524,1.394,-2.441,-0.254,-1.79,1.261,-1.74,3.326,-0.865,1.038,-0.092,9.46,11.922,-3.194,-4.7,-0.315,-0.081,1.282,-0.692,-0.315,-3.255,0.641,1.74,3.164,-3.021,-1.648,0.58,3.133,2.879,-5.463,-3.204,-1.648,-3.611,10.803,1.434,4.344,-0.977,1.892,-3.387,1.506,-0.285,0.916,1.709,5.961,0.448,2.574,-2.096,2.014,-3.591,2.146,-0.366,-24.872,-7.375,0.051,-1.099,0.773,-1.16,-0.793,0.621,3.042,3.184,a
-1.953,6.348,3.357,-11.383,2.37,-3.906,0.234,0.163,2.726,-2.228,1.862,-0.865,1.526,-1.068,5.066,8.993,-1.729,-1.77,-10.569,-4.964,1.282,-1.18,0.661,-3.743,-0.336,1.74,-0.254,-4.486,-2.625,-1.373,-0.285,-1.027,-5.463,-16.388,-1.648,1.76,11.292,1.923,11.668,-0.977,1.404,-3.387,2.482,0.203,2.38,1.709,1.567,0.448,2.085,-3.072,2.014,-4.567,1.17,0.61,-3.387,-2.981,0.539,-2.563,-1.668,-1.648,-0.793,0.621,-1.353,0.743,a
-2.441,4.883,6.287,-6.012,2.858,-1.953,0.722,2.116,3.215,-1.74,1.862,-0.376,1.526,-2.045,-2.747,6.551,0.712,-0.305,-4.222,-4.964,0.793,-1.18,-0.804,-4.232,-1.312,0.763,-4.161,-4.974,-5.066,-4.791,-5.168,-1.516,0.885,-15.411,0.305,3.225,8.362,0.946,10.203,-1.465,0.916,-2.899,2.97,0.692,2.869,1.709,-4.293,0.448,0.621,-3.072,-0.427,-4.567,-0.783,-2.808,4.913,-20.07,1.027,-5.005,-5.086,-2.625,-1.77,0.132,-2.818,0.743,a
0,4.395,7.751,4.73,2.858,0.977,1.699,2.604,3.215,-1.251,4.303,0.112,1.526,-4.974,-7.629,6.551,-0.264,-1.77,-3.245,-6.917,-0.183,-1.18,-2.757,-3.743,-1.312,-0.214,-4.649,-4.974,-6.531,-6.256,-7.121,1.902,9.186,0.214,3.723,1.76,1.526,-2.96,3.855,-1.465,0.916,-1.923,1.994,0.692,2.869,0.244,-9.176,1.424,-1.333,-2.096,-4.333,-4.079,0.682,-0.854,0.031,-7.863,1.027,-6.47,-6.551,-2.625,-3.235,-0.356,-0.376,3.672,a
2.93,2.441,5.798,11.078,3.347,3.418,1.699,1.628,3.703,-1.251,8.698,0.112,1.526,-12.299,-6.653,9.969,-1.241,-8.606,-2.268,-7.406,-1.16,-1.668,-4.71,-3.743,-1.801,-3.143,-2.207,-4.974,-6.531,-6.256,-6.144,5.32,12.115,15.839,7.629,0.783,-7.751,-7.843,-1.516,-1.953,1.892,-2.411,-1.424,1.18,2.869,-2.197,-8.199,2.401,-1.333,-2.096,-7.263,-4.079,1.658,-1.343,-1.923,-4.934,1.027,-6.47,-6.063,-3.113,-4.211,-0.844,2.553,6.602,a
2.93,-1.465,1.404,6.195,3.347,4.883,1.699,0.163,4.191,-2.716,11.627,-0.376,1.526,-21.088,-0.793,15.828,-2.218,-4.7,-9.593,-5.941,-1.16,-2.157,-5.198,-4.72,-2.777,-7.05,-0.254,-6.439,-6.042,-5.768,-4.191,5.809,6.744,15.839,7.629,1.272,-15.076,-10.773,-2.981,-2.441,2.869,-3.387,-4.354,0.692,2.38,-6.592,-3.805,2.889,-1.333,-3.072,-7.263,-6.032,-0.295,-1.343,-42.938,-12.746,1.027,-5.493,-5.086,-4.089,-4.211,-0.844,2.553,6.114,a
-0.488,-6.348,-4.456,-5.035,2.37,4.883,1.699,-1.302,4.679,-4.669,9.674,-0.865,2.014,-24.994,5.554,20.223,-2.218,-5.188,-3.733,-10.335,-1.16,-3.621,-4.71,-6.673,-3.754,-9.979,-1.231,-8.881,-6.531,-6.256,-2.726,2.391,-3.51,-0.275,5.188,2.736,-14.587,-10.284,-2.981,-2.441,2.869,-5.341,-4.354,0.692,2.38,-10.01,1.567,2.401,-0.844,-5.025,-5.31,-8.474,-0.783,-1.343,-14.13,-19.094,1.027,-5.981,-5.086,-5.554,-4.211,-1.333,-0.376,1.231,a
-3.418,-8.789,-8.85,-13.336,0.417,3.906,1.699,-2.279,5.168,-6.622,4.303,-0.376,2.502,-20.111,6.531,18.758,-3.682,-1.282,-12.522,-3.499,-1.16,-3.621,-4.71,-8.626,-5.219,-11.932,-4.649,-10.345,-7.507,-8.209,-4.191,-2.492,-12.787,-18.829,1.77,1.76,-6.775,-7.843,-3.469,-2.441,2.38,-6.317,-1.424,0.203,2.869,-10.986,3.031,1.424,-0.356,-6.49,-3.357,-10.915,-1.76,-0.366,-11.688,-18.606,2.004,-7.446,-7.528,-7.019,-5.188,-1.821,-3.306,-4.14,a
-3.418,-6.836,-9.827,-12.848,-1.536,3.418,1.699,-2.767,5.168,-7.111,-1.556,0.112,2.502,-6.439,1.648,13.387,-2.218,-5.676,-8.616,-10.824,-2.136,-3.621,-5.198,-9.603,-5.707,-11.444,-8.067,-10.834,-8.972,-10.651,-7.609,-5.422,-13.275,-22.247,-1.16,-3.123,4.944,-4.913,-3.957,-2.441,1.404,-6.805,1.994,-0.285,2.869,-10.01,-1.363,0.448,-0.844,-6.49,-3.357,-12.868,0.193,-1.831,-22.919,-18.117,2.492,-9.399,-9.481,-7.996,-6.165,-2.309,-3.794,-6.582,a
0,-0.488,-7.385,-4.547,-2.513,1.953,1.699,-2.767,3.703,-5.646,-3.998,0.6,2.014,11.139,-4.7,5.575,-3.194,-4.211,-13.499,-9.359,-2.625,-3.621,-6.175,-9.603,-5.219,-9.979,-8.555,-9.857,-9.949,-12.115,-10.539,-4.445,-6.439,-7.111,-2.136,-8.982,13.733,-2.472,-1.027,-2.441,-0.061,-6.805,2.97,0.692,2.38,-7.568,-7.711,-0.041,-1.821,-6.002,-5.798,-13.357,-0.783,-0.854,-16.571,-8.84,2.492,-9.888,-11.434,-7.996,-7.141,-2.797,-0.376,-4.628,a
3.418,6.348,-3.479,3.265,-1.536,-0.488,2.187,-1.79,1.75,-3.204,-3.51,1.088,1.038,20.416,-8.118,-0.285,3.153,-6.653,6.521,-13.265,-3.601,-3.133,-7.64,-9.115,-4.73,-9.979,-8.555,-9.369,-10.437,-12.604,-12.492,-1.516,3.326,12.421,-3.113,-11.424,14.221,-1.007,3.855,-1.953,-1.038,-6.805,1.017,1.668,1.892,-6.104,-13.57,0.448,-3.286,-6.002,-8.24,-12.868,2.146,-2.808,-25.848,-12.746,2.492,-9.888,-12.41,-7.507,-7.141,-2.797,3.042,-1.211,a
4.395,9.766,1.404,5.219,0.905,-1.953,2.675,0.163,-0.692,-1.251,-1.068,1.577,1.038,16.998,-7.141,-0.773,-3.682,-0.305,-9.593,2.848,-3.601,-3.133,-8.128,-8.626,-4.73,-10.468,-10.02,-10.345,-10.925,-12.604,-13.957,0.926,9.186,18.28,-3.113,-8.006,6.897,-1.007,6.297,-0.488,-2.014,-5.829,-2.889,3.621,1.892,-6.104,-13.57,1.424,-4.262,-6.002,-10.193,-12.868,-0.783,0.61,-22.919,-14.211,2.981,-9.888,-12.899,-7.019,-7.141,-2.309,4.506,0.743,a
1.953,8.301,4.333,1.312,3.347,-2.93,3.652,3.092,-1.668,-0.763,0.397,2.065,1.526,2.838,-5.188,1.18,-8.565,-0.305,-10.081,-8.382,-3.601,-3.133,-8.616,-8.138,-5.219,-11.932,-13.926,-11.81,-11.902,-14.069,-15.91,-0.051,7.721,4.608,-3.113,-1.658,-2.869,-3.448,3.855,0,-1.526,-5.341,-5.33,5.086,1.892,-8.057,-9.664,2.401,-4.751,-6.49,-10.193,-12.38,-3.225,0.61,-0.458,-11.281,2.981,-10.864,-14.852,-7.019,-7.141,-2.309,2.065,-1.211,a
-1.953,2.441,4.333,-2.106,3.347,-1.465,4.14,4.069,-0.692,-2.228,-0.092,2.553,2.014,-12.299,-5.676,2.157,-5.147,-4.7,-13.011,-12.777,-3.113,-3.133,-8.616,-8.138,-5.707,-12.909,-18.321,-12.299,-13.855,-16.51,-17.863,-2.492,0.397,-15.411,-2.136,3.713,-11.169,-7.355,-1.516,-0.488,-1.038,-5.341,-5.33,5.086,2.38,-10.01,-4.293,3.377,-4.262,-6.49,-10.193,-11.403,-0.783,0.122,-5.341,-9.816,3.469,-12.329,-16.805,-7.507,-7.629,-2.309,-1.841,-5.605,a
-4.883,-3.418,2.38,-2.594,1.882,1.465,3.652,3.581,0.773,-4.669,-1.556,2.553,2.502,-20.599,-9.583,-0.285,-1.729,-3.723,-4.71,-1.546,-3.601,-3.133,-9.104,-7.65,-5.707,-11.932,-19.786,-11.322,-14.343,-17.487,-18.84,-5.422,-6.927,-24.689,-1.648,4.201,-15.076,-9.796,-4.934,-1.953,-0.061,-6.317,-3.377,3.133,2.869,-10.986,-1.851,2.889,-4.262,-5.514,-10.681,-10.915,0.682,-0.366,-25.848,-12.746,3.469,-12.817,-17.293,-7.019,-8.118,-2.309,-4.771,-8.535,a
